tweet_id,text,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
461584996340613121l,com impressionantes ... 500 #PETR4 ... (é pra despistar tio ? =P),0,0,-2,-2,0,1,0,0,-1,0.667,0.000,0.667,0.667,3
464868625414123521l,#VALE5 fechou no padrão 'Chapéu de Ching Ling' http://t.co/yfH1eRYFjN,0,1,0,1,0,1,0,0,0,0.667,0.667,0.667,1.000,3
453597877819146240l,RT @imcharliedrew: Podem explicar-me o que é que está a acontecer?????????????????,0,1,0,0,0,1,0,1,0,1.000,0.667,0.667,0.667,3
445614551363780608l,"@ferrisss lembro que o @Fontes_ duvidou de 9,XX p/ #PETR4. Acho que hoje, ninguém mais duvida.",-2,-2,0,0,-2,-2,1,0,-1,0.000,0.667,0.333,0.667,3
459362716202041344l,@Live_Trade LEMBRA DA GOLL4? isso sim é voar....,1,0,1,0,-2,-2,0,0,-1,1.000,1.000,0.000,1.000,3
450938550998302720l,RT @joanarauhl: o vini é lindo,-1,-1,-2,-2,-1,-1,-1,-1,-1,0.667,0.333,0.667,0.667,3
447081606529167360l,"to querendo entrar em petr4 p ver se busca 14,46 rsrsr",0,1,-2,-2,-1,-1,0,0,-1,0.500,0.250,0.500,0.500,4
447512906683269120l,"#VALE5 respeitou fundo anterior.
#ToDeOLho http://t.co/CeYkLkkAd6",1,0,0,0,0,0,0,0,0,0.667,0.667,1.000,0.667,3
443400222677680128l,"Ontem tinha separado enbr3, espero PB",0,0,0,0,1,0,0,0,0,0.667,1.000,0.667,0.667,3
451899519245230080l,"Reveses ameaçam metas de petróleo e gás da Petrobras em 2014InfoMoneyRIO DE JANEIRO - A Petrobras (PETR3, PE... http://t.co/f61nfGPwJk",0,1,0,0,1,0,0,1,0,0.667,0.667,1.000,1.000,3
465354209773121536l,"@stancatiTrader professor, acha que ainda vale entrar em MPLU3, ESTC3 e BBSE3?",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
453149586069397504l,"@RaphaFigueredo Bom dia, aqui será que vai rolar um Long &amp, Short  Dilma X Petr4?",-2,-2,-1,-1,-1,-1,0,0,-1,0.333,0.667,0.667,0.667,3
443552169904832512l,"RT @SouCalmo: Jean Willas tá esperneando no TT por causa da debandada do PMDB na votação da Petr4... Espera q vem mais, ser nojento!!",0,1,0,1,-2,-2,-2,-2,-1,1.000,0.667,0.000,0.000,3
441216604987068417l,"USIM5 vender por R$ 11,64 indicado em 11/02/2014 12:26 http://t.co/zJRs3Eeyz9",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.000,0.667,3
454753167272869888l,$GOLL4 - GOL divulga Edital de Convocação para AGO http://t.co/gIyjNJ73G0,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.000,3
449168383645585408l,$BBAS3 - Banco Do Brasil (bbas-nm)- Demonstracoes Financeiras Em Ifrs De 31/12/2013 http://t.co/SGlpEJ8TjL,1,0,1,0,0,0,0,0,0,0.667,0.667,1.000,1.000,3
445910769411293184l,"Foi lá agora é aguardar!!!! RT @Live_Trade: #vale5 26,28 o de 15 que fechar acima, cp rompimrnto",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
467283300554637312l,Ações ex-dividendos hoje: MRVE3 e SULA11. As cotações históricas foram ajustadas. Saiba mais! http://t.co/C7k4DuDID2,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.000,3
447068941912137728l,"#PETR4 querendo agulhar no curto, 30min ... com um monte de outras indicações ... vamos ver ... ,)",-2,-2,-2,-2,1,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
447040378752225280l,"Quase lá rsrsrs RT @Live_Trade: #vale5 27,34",0,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
448801043820728320l,"Notas gerais

A CVM autorizou os controladores da OI (OIBR4) a votar na assembleia que decidirá os detalhes da... http://t.co/88kkYQZeOn",0,0,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
443790938566295552l,"#king kong #petr4 fechando 60'acima 13,47, se romper 13,86 próx",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.000,3
459695340170780672l,@Live_Trade adoro padroes de impulsao e reversao! FIBR3 dando aquele caldinho na venda! abs,0,0,0,0,0,0,0,0,1,1.000,0.667,0.667,1.000,3
441571737994813440l,"Aparentemente #LLXL3 se despede do ibov na proxima carteira. Aproveitem para dar tchau!
@ferrisss 
@dfittarelli",-2,-2,-2,-2,1,0,0,0,-1,0.333,0.333,0.667,0.667,3
454715172222164993l,"11/04/14-17:19: Maiores Baixas: SBSP3 -5,45% R$19,76, PDGR3 -5,13% R$1,48, DTEX3 -2,61% R$11,20, TIMP3 -1,97% R$10,95, DASA3 -1,68% R$14,65.",0,0,0,1,0,0,-2,-2,-1,1.000,0.667,0.667,0.000,3
456538276304662528l,"Com 'combinação perfeita' e alívio chinês, Petrobras e Vale ganham R$ 5,5 bi em valor: Com v... http://t.co/0SVCtYykeJ #infomoney #vale5",1,0,1,0,0,1,0,0,0,1.000,0.667,1.000,1.000,3
444974992342933504l,então é tipo elet3 vs cambi 1,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
456122119462871040l,e olha a #PETR4 dando um respiro ... :),-2,-2,1,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
459463290536857600l,"RT @Leidyjuana1: ♥&lt,Antes de empezar-Santiago Cruz3♥",0,0,1,0,0,0,0,0,0,0.667,0.667,1.000,1.000,3
468816498992353280l,$PBR (ADR PETR4) falhou o teste de quebra da LTB....,0,1,0,1,0,1,0,0,0,1.000,0.667,0.667,1.000,3
461497429637214209l,"Fibonacci na #goll4 se romper suporte de 13,80, pode devolver os ganhos dos últimos dias",0,0,0,0,1,0,0,0,0,0.667,0.667,1.000,1.000,3
448888350523813888l,#PETR3 #PETR4 - Fitch afirma rating da Petrobras em BBB com perspectiva estável - http://t.co/O6p9US6gV4,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
471719253461045248l,"Compra de QUAL3, EQTL3 e BRPR3 - 26/05/2014 http://t.co/2Qqft41vuD",1,0,0,0,0,0,0,0,0,0.667,1.000,0.667,1.000,3
459304788837289984l,$BBDC3 - Bradesco (bbdc-n1) - Relatorios De Analise Gerencial http://t.co/NpevWwoQTO,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
453163608466526208l,"@NegocioDeBolsa O prejuízo da USIM5 em 2012 foi de quase 600 bi. Logo, ela melhorou mais de 500 bi num ano p/ fechar no azul em 2013.",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
443739379706523649l,#VALE5 será q hj vc irá repicar Valedita??,0,0,0,0,1,0,-2,-2,-1,0.667,1.000,0.667,0.000,3
452181916918112256l,Perdas e ganhos bilionários: veja os melhores e piores setores da Bolsa no 4° tri: Segundo o... http://t.co/MdZAPviqva #infomoney #vale5,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
459472830531657728l,Por que u Bonde Chega i sai bem de Qual quer Lugar ! @ Morada Do Vale3 Gravatai http://t.co/rTdEvc9Izs,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
445933466027556864l,$PETR3 - Petrobras (petr) - Plataforma P-58 Entra Em Operacao No Parque Das Baleias http://t.co/dNibc1H21z,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.000,3
446375075651268608l,$SBSP3 - Sabesp (sbsp-nm) - Alteracao Do Calendario De Eventos Corporativos http://t.co/LzkdSaXOqv,0,0,0,0,0,0,0,0,1,1.333,1.333,1.333,1.333,3
441261378905841665l,PDGR3 vender a R$ 1.47 indicado em 05/03/2014 14:18 e finalizou a compra com resultado de R$ -0.09 ou -5.77 % http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
456889392339386368l,"17/04/14 - 17:18: Maiores Altas: BBAS3 4,71% R$24,20, ELPL4 4,26% R$9,29, PETR3 4,04% R$15,69, PETR4 3,99% R$16,41, GGBR4 3,91% R$13,81.",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.000,3
445772275431006208l,"Macktrader Investimentos : Petrobrás PN (PETR4), Gráfico Semanal. Estudo das Médias Móveis x... http://t.co/hatEv1WURo",1,0,0,0,0,0,0,0,0,0.500,0.750,0.500,0.750,4
453975709510168576l,Concórdia indica 15 papéis para investir neste mês: A corretora optou por fazer apenas uma a... http://t.co/TVV9DckmRs #infomoney #vale5,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.000,3
446305173074616320l,BRKM5 comprar a R$ 16.45 indicado em 19/03/2014 12:20 e finalizou a venda com resultado de R$ 1.37 ou 8.33 % http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
443200747857903616l,"Petrobras confirma precificação de títulos de US$8,5 bilhões: SÃO PAULO, 10 Mar (Reuters) - A Petrobras PETR4.... http://t.co/KX8B34jKwN",-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
454587433800458240l,$SBSP3 - Sabesp (sbsp-nm) - Negociacao Com A Emae Para Resolucao De Acoes http://t.co/D192xgQFKV,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
442774464695390208l,"Prepare-se para o próximo pregão! Assista à análise - IBOV, PETR4, VALE5, SMLE3, MGLU3, BRKM5, USIM5, RAPT4 e LIGT3. http://t.co/9ZsVeVYjAt",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.000,3
446344536202444800l,PETR4 comprar a R$ 13.32 indicado em 19/03/2014 14:10 e finalizou a venda com resultado de R$ 1.06 ou 7.96 % http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
455473757335732224l,@Andresmoraes ESTC3 está interessante ou está esticada? http://t.co/25qvsHUXOv,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,1.000,3
442996770105470976l,Marfrig (MRFG3) – Divulgou seu resultado do 4Q13 apresentando boa melhora com números acima da expectativa. #VisãoAtiva,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.000,3
456492096237477888l,"RT @chrinvestor: A Ambev fará o maior investimento de sua história em 2014. Serão R$ 6 Bilhões. Intenção é voltar a crescer 2,5% ao ano. #A…",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
463389857558323200l,$VALE5 - Eike Batista's MMX Mineracao e Metalicos Joins Ibovespa Index http://t.co/h97zBtHiB0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,1.000,0.667,0.667,3
459129085256822785l,"@pjcmota, http://t.co/9W1TebK96Z
Ação se valorizou de $11,84 a $16,03 desde 17/3, isto é, 35%. Fatores externos comandam preço de ações.",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
467347548311916544l,"@instmillenium daí fica bem marcado que os governos levam 53%  + o imposto sobre o frete, e a Petr4 vai afundando em dívidas!",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
449634411001442305l,"@Live_Trade Marcos, vc se manteve na comrpa da goll4? deu um belo up side....",1,0,1,0,0,1,0,0,0,1.000,0.667,0.667,0.667,3
443463536740958208l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:ALLL3 7,03 BBTG11 27,21 CCRO3 16,43 ECOR3 13,03 ESTC3 22,11 GFSA3 3,29",0,0,0,0,0,0,0,0,1,0.750,0.750,0.500,0.750,4
462283126946140161l,"RT @BrazilFinance: PETR4 flying like an eagle, pq será né?",0,1,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.000,0.667,3
451796570628182016l,"@Live_Trade VALE5 merecendo um DT comprado, Marcos?",-1,-1,-1,-1,-1,-1,-1,-1,-1,1.000,1.000,0.667,0.667,3
443084759523397632l,"PETR4 a 12,97 minha gente... fujam para as colinas.",0,1,-2,-2,-2,-2,0,1,-1,0.667,0.000,0.000,1.000,3
447028425262637056l,Ativo c/ vol Financeiro Superior à sua MM21-12h: ESTC3 EURFUT RDNI3 SLED4,0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,0.667,3
442010362733674496l,"@HudsonPF @Live_Trade @aecioneto Vou ver as ondas na #AEDU3 , mas estou sem o candle de hj na base de dados .",-1,-1,-1,-1,-1,-1,-1,-1,-1,1.000,1.000,1.000,1.000,3
445907480174792705l,Estratégia de Análise Técnica para o pregão de hoje #analisetecnica #CIEL3  http://t.co/TgcPz0VU27,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.000,1.000,3
466624936929673216l,"#csna3 9,56 + 2,91% !!!!! Call de compra.",1,0,1,0,-2,-2,0,0,-1,1.000,1.000,0.000,1.000,3
448806475805122560l,"Piores ações de março se descolaram muito do índice, é hora de comprar?: As cinco maiores qu... http://t.co/Cf9XCzdiN1 #infomoney #vale5",-2,-2,-2,-2,-2,-2,0,1,-1,0.333,0.333,0.333,0.667,3
446963449541959680l,"Dilma presidente do Conselho #PETR4 Há! @SakaBrasil2 Por experiência, colocar tartaruga chiliquenta como gerente no alto do poste é prática",0,1,0,1,1,0,1,0,0,0.667,0.667,0.667,0.667,3
443847177325264896l,RT @Umbiigo: A relação que eu tenho com os meus vizinhos é totalmente diferente como as que se vê nos filmes. Eu sei lá o nome da velha cox…,0,0,1,0,0,1,0,0,0,0.667,0.667,1.000,1.000,3
447000792143527936l,"LLXL3 vai fazer fundo duplo se ela não consegue romper os 0,98. Desde 09-2010 em linda tend. de baixa.",1,0,0,1,0,0,0,1,0,0.667,0.667,0.667,0.667,3
468219380099452928l,@ferrisss @MinoritariosOGP @TraderBolsa @bussoladoinves Análise dos fundamentos de #Embraer #EMBR3 até ITR de 03/2014 http://t.co/nnLJG5AhIp,0,0,0,0,0,0,0,0,1,0.500,0.500,0.750,0.750,4
449304211566886912l,"27/03 O Ibovespa fechou em alta de +3,50%, aos 49.646 pts. Destaques: ELET3 +11,05%, LLXL3 +9,78% e RSID3 +9,15%. http://t.co/j9yUOf2ipY",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
450978266674118656l,Bolsa: cerveja mais cara não atrapalha preços das ações da AMBEV http://t.co/gXHVYGms0Q #impostos #ABEV3 #bolsa,0,0,0,0,-2,-2,0,0,-1,0.500,0.500,0.250,0.750,4
471699613733629952l,"Rastreamento ações-Gráfico diário-14h. Analise se romper:BRPR3 18,23 CIEL3 40,57 GETI4 17,31 GOLL4 14,06 GRND3 14,88 HYPE3 18,33 IGTA3 22,36",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
471724373985214464l,@topBovespa ... e BBAS3 sobe 3%! Faz sentido...,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.000,3
453973417646358528l,$NATU3 - NATURA (NATU3) possui a marca mais valiosa da América Latina http://t.co/nhlQ8NeQX4,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
444320737214484480l,Oibr4 - diário http://t.co/C7hqR0cSmY,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
469123041000456192l,"#PETR4 vai a R$ 17 real, sim !! Ainda não sei o dia !! Vou consultar a fita !! Fazer uma sintonia fina.",1,0,1,0,1,0,-1,-1,-1,1.000,1.000,0.667,0.667,3
472452386892808192l,"@malcaetano : vários papéis com IMA-Entrada intetessante: GGBR4 a 0.85, VALE5 a 0.85. Surgindo compradores no mercado?",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
458697967940419585l,RT @Nelson_Andradee: Esperando pelo feriado,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
445532748443176962l,Indicação para o pregão de  hoje com #DTEX3 http://t.co/fMPFmmOMlj,0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
446389858747957248l,"Finalizando o dia com um stop loss em Usiminas (USIM5), porém com um lucro maior que 20% nessa operação de venda.... http://t.co/YRki2dGTiJ",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
446287577612832768l,Imposto sobre bebidas vai subir em Abril. O setor foi um dos escolhidos para ajudar o governo a atingir a meta fiscal em 2014. #ABEV3,-2,-2,0,1,1,0,0,0,-1,0.000,0.500,0.750,0.500,4
452529580122054656l,Além da poupança: Análise e opiniões - BRFS3 e MDIA3 - http://t.co/K8mC13Fv9H,0,0,0,0,0,0,0,0,1,0.667,1.000,0.667,1.000,3
456999572301422593l,RT @SouCalmo: “@Folhaovento: http://t.co/wf959SigT7” explica aê Gleisi... A tia ñ esclarece os próprios rolos e quer defender a Petr4/Dilma…,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
453712741522755584l,"@_vale5 Te Amo Maaaaaas &lt,3",-2,-2,-2,-2,0,0,0,0,-1,0.000,0.000,0.667,0.667,3
448841563880574976l,"timp3 cancelou o gatilho no semanal. IBOV no semanal fazendo um repique, cancelando todos os gatilhos, normal. Ainda tem bvmf3 e jbss3",0,0,0,0,0,0,0,0,1,1.000,0.667,0.667,1.000,3
441062415631798272l,"#BBAS3 fêz Onda 3 de fundo dia 19/02 e tem alvo de Onda 4 entre 21,00 e 22,10 , sup em 19,30 e 18,00 http://t.co/6xvCwDA8aM",1,0,1,0,1,0,0,0,0,0.667,0.667,1.000,1.000,3
448116395377958912l,"IBOVESPA sobe pelo 5º dia seguido, sem a colaboração da PETR4, que cai 0,28%, VALE5, em queda de 0,73% e VALE3, -0,36%",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
448492835730644992l,A última indicação da #OIBR4 resultou em 3.79 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,1.000,3
455334111087824898l,"Trades em andamento, CSNA3 e GGBR4 bateram na realização parcial! MAravilha! http://t.co/B67f6lgMSL",0,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
447853936054390784l,RT @r_oliveira_: Iniesta conseguiu um pênalti tentando um drible raio-x. 1º tempo de ótimo futebol e 2º tempo de bastante discussão de arbi…,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
441941288464953345l,"#bisa3 olhando p/ precipício, só falta o empurrão....",0,1,0,1,0,0,1,0,0,1.000,1.000,1.000,0.667,3
458807830246875138l,"#PETR4 fêz uma Onda 3 de topo na máx de 08/04/14 com alvo para uma Onda 4 entre 14,70 e 14,30 com alvo de Onda 5 entre 19,15 e 22,00",0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,1.000,3
453874653862563841l,A forte alta da Natura nos últ. 2 dias (7%) pode estar relacionada com a desistência por parte do governo de elevar o PIS do setor. #NATU3,1,0,1,0,-2,-2,0,0,-1,1.000,0.667,0.000,1.000,3
448461671942864896l,PETR4 com Merryl e Credit mega comprado!!,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
471255015487991809l,$EVEN3 - Even (even-nm) - Capta R$150 Milhoes Em Operacao Estruturada http://t.co/uyfraz3XwO,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
459744836766416897l,será que a csna3 vai lançar o terceiro programa de recompra?,0,0,0,0,1,0,0,0,0,1.000,1.000,1.000,0.667,3
458688198580137984l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:GFSA3 3,81 HBOR3 7,90  HYPE3 16,54 IBOV 52344,52 ITUB4 35,77 LIGT3 19,22 MGLU3 7,19",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
466631129823707137l,"Enquanto se questiona a força da bolsa brasileira, os ativos dos 2 principais bancos privados do país fazem máximas históricas #ITUB4 #BBDC4",1,0,1,0,0,1,0,0,0,0.667,1.000,0.667,0.667,3
447164660005863424l,“@Nick_Cristan17: “@GirlsBooklet: http://t.co/ejepT4zV06” 🙌🙌🙌”,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
445915017901527040l,"Destaques de BTC
VAGR3, BRKM5 e BBAS3
PETR4 segue bastante alugada
@ferrisss @dfittarelli @HudsonPF",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
446747570170527744l,"RT @stancatiTrader: A #PETR4 cumpre o papel dela, ou seja, a empresa é um retrato perfeito do governo. Ineficiente, inflada e corrupta é qu…",0,1,0,0,0,0,1,0,0,1.000,0.667,0.667,0.667,3
461576257957015552l,"#VALE3 #VALE5 - Lucro da Vale cai 4,7% no 1º tri, para R$ 5,9 bilhões - http://t.co/pp10TjuKQO",-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,1.000,3
449269972699975681l,Teria curiosidade de saber o que a Dilma achou de a #PETR4 subir mais de 7% com a perspectiva  de que ela pode perder a eleição...,-2,-2,-2,-2,1,0,0,0,-1,0.000,0.000,0.667,0.667,3
444116429194162176l,#Petrobrás anuncia descoberta de nova jazida de #propina no pré-sal e aumento da exploração do fisiologismo na bacia das almas. #PETR4,0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
453522198582788097l,Se petr4 resolver entregar..meu Deus..tem gente ainda do JCP..tem os atrasados..tudo comprado.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
451706550327836672l,"Não foram só estatais, veja quem mais ganhou com rumor de queda de Dilma nas pesquisas: 42 d... http://t.co/xlCqyk502s #infomoney #vale5",0,0,0,0,0,0,0,1,0,0.667,0.667,0.667,0.667,3
446682863627300864l,"Bancos, varejo, petróleo e siderurgia, as opiniões de um gestor sobre 4 setores: O destaque ... http://t.co/HfazYF2uc0 #infomoney #vale5",0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
451518808264826880l,"Corrige logo essa porcaria de CIEL3!!! 
@folhainvest #despencoumeuranking",0,1,0,1,0,1,1,0,0,1.000,1.000,0.667,1.000,3
453689328078565376l,#VALE5 Alguma duvida- (mensagem: 953703)  http://t.co/fSXZCdxXRa,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
446656278849286144l,"Ações para comprar, esquecer e garantir sua aposentadoria: Eduardo Machado, analista da Amar... http://t.co/6AgEpHuaWW #infomoney #vale5",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
455715890492096513l,A última indicação da #MRFG3 resultou em 0.44 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
459147328612753408l,$PETR4 RT @valor_economico: Ministra do STF determina instalação de CPI exclusiva da Petrobras http://t.co/WCdgonkilB,0,0,0,0,0,0,0,0,1,0.667,1.000,1.000,1.000,3
458624570837438464l,A última indicação da #MRVE3 resultou em -1.74 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
468838449030893568l,#PETR4 indicando R$16?,-2,-2,-1,-1,0,1,-1,-1,-1,0.333,0.667,0.667,0.667,3
451685086862508032l,$ECOR3 - Ecorodovias (ecor-nm)   Ago/e   28/4/14   10h30  Dist. De Dividendo(complemento) http://t.co/roZDihEpaA,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
450766119155286016l,"@gla_diado @ferrisss gfsa3 3,75 3,92 4,10. Nao existe bolha!!!!!! Secadores!!!!!",0,1,-2,-2,0,0,1,0,-1,0.667,0.333,0.667,0.667,3
448420692854595584l,"RT @clickinv_VALE5: Após Brasil, Petrobras e Eletrobras também têm rating rebaixado pela S&amp,P: As notas acompanha... http://t.co/ESzGINV8o6 …",0,1,0,1,-2,-2,0,1,-1,0.667,0.667,0.333,0.667,3
448154120466493440l,"#petr4 a pouco dos 14,45 rsrsr",0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.000,3
463389914525356032l,$PETR4 - Eike Batista's MMX Mineracao e Metalicos Joins Ibovespa Index http://t.co/sMHNB1LL4L,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.000,3
448810978269229056l,"@ferrisss Ferris, vc sabe o que ta acontecendo com a oibr4?",0,1,0,0,0,1,0,1,0,1.000,1.000,0.667,1.000,3
456196827587817472l,#OIBR4 Será q furou o suporte? http://t.co/cv5MrIiGSR,-1,-1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
452116790634500096l,Econofinance divulga estratégia para lucrar com ações em abril: A Econofinance recomendou a ... http://t.co/AUDJy7aaH2 #infomoney #vale5,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
466929808107372544l,"#PETR4 testando os - importantes - R$18,10",-1,-1,0,0,-1,-1,0,0,-1,0.667,0.667,0.667,0.667,3
453878664204406784l,RT @hugorgasmiguel: por um lado gostava de ver o meu futuro mas por outro não,0,1,-2,-2,-2,-2,0,1,-1,0.667,0.333,0.333,0.667,3
441386302311649280l,ESTC3_aguardando o ponto de venda. http://t.co/otrE2VMRLo,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
448534744804777984l,"Veja as melhores ações para comprar nesta semana, de acordo com 8 corretoras: Os papéis da G... http://t.co/L6OsbF6Os6 #infomoney #vale5",1,0,0,0,0,1,0,0,0,1.000,0.667,0.667,0.667,3
453268042580262912l,"RT @Fontes_: Fim do leilão na #bovespa #petr4 alta de 6,61% na máxima do dia, #vale5 alta de 1,93% e #bbas3 alta de 5,64%, #ibov alta de 2,…",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.000,3
441958852410372096l,#PETR4  Vigilante morre durante ataque a caixas eletrônicos na Petrobras - notícias em Santos e Região http://t.co/nd5KXSoEa8 via @g1,0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.000,3
461570024332095488l,A última indicação da #ELET3 resultou em -4.15 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
442036297268330496l,"Gatilho position, semana que vem:   Ativo mrve3 - Venda  - Validade 14/mar - Start 7,86 - Stop 8,57 - RP 7,15 http://t.co/YZMScHz2Ab",0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,1.000,3
441275601010577410l,@CaciqueInvest E #brfs3 então...vc já deu uma olhada?,0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,0.667,3
469859178732093441l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:  BRPR3 18,15 CIEL3 40,23 MRFG3 4,91",-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
445921872178610176l,"não rompeu, não compro RT @Live_Trade: #vale5 26,28 o de 15 que fechar acima, cp rompimrnto",0,0,0,0,1,0,-2,-2,-1,0.667,0.667,0.667,0.000,3
449311848349716480l,ITSA4 – Gráfico – 27-03-2014 http://t.co/zkARU6Q8nL,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
460831622750035968l,RT @bobdevonne: Hoje a joana rita só tavamos a dizer aos miúdos do 5º ano: a fase melhor da minha vida foi quando eu tinha swag,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
448903826788319232l,Ativo c/ vol Financeiro Superior à sua MM21-16h: PTBL3 QUAL3 RADL3 RDNI3 SLED4 SUZB5 TIMP3 TOTS3 TUPY3 VAGR3,-1,-1,-1,-1,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
