Tweet_ID,Post_Vaccine,Positions_Vac
dante_02_1315967408948019968,1,2.0
dante_02_1330898436934289920,1,1.0
dante_02_1330897468322660096,1,1.0
dante_02_1334135548982789888,1,1.0
dante_02_1334134625141139968,1,1.0
dante_02_1336770228429179904,1,1.0
dante_02_1336770226642409984,1,1.0
dante_02_1340986972052080128,1,1.0
dante_02_1343316942862619904,1,1.0
dante_02_1319343572110459904,1,1.0
dante_02_1329905539304839936,1,1.0
dante_02_1330563459977789952,0,
dante_02_1218119686233240064,0,
dante_02_1223605623272750080,0,
dante_02_1228318614958360064,0,
dante_02_1238082035564110080,1,1.0
dante_02_1258534148936880128,0,
dante_02_1258533979927399936,0,
dante_02_1259128677633319936,0,
dante_02_1336027296478729984,1,1.0
dante_02_1336027295119770112,1,1.0
dante_02_1336027293773400064,1,1.0
dante_02_1336101739221700096,1,1.0
dante_02_1339287647504750080,1,1.0
dante_02_1339261962887290112,1,1.0
dante_02_1339218493162589952,1,1.0
dante_02_1339670152338680064,1,1.0
dante_02_1215224796910370048,0,
dante_02_1241839237122729984,0,
dante_02_1241783465474990080,0,
dante_02_1241683511423170048,0,
dante_02_1241530471911229952,0,
dante_02_1252736689669270016,0,
dante_02_1259061379283249920,1,1.0
dante_02_1259289408181870080,1,1.0
dante_02_1341826795457349888,1,1.0
dante_02_1233145777083599872,0,
dante_02_1240005467822259968,0,
dante_02_1240305254031389952,0,
dante_02_1241085245790789888,0,
dante_02_1241923852617339904,0,
dante_02_1243182450261580032,0,
dante_02_1244329218214939904,0,
dante_02_1246957459136059904,0,
dante_02_1249490794953819904,0,
dante_02_1337732638862429952,1,1.0
dante_02_1328776729712869888,0,
dante_02_1242149819222759936,0,
dante_02_1242149809995350016,0,
dante_02_1270324859357270016,0,
dante_02_1270324857935399936,0,
dante_02_1240044868824669952,0,
dante_02_1242585965677469952,0,
dante_02_1313919540854680064,1,2.0
dante_02_1321523301030779904,1,1.0
dante_02_1334157144095150080,1,1.0
dante_02_1335611185392179968,1,1.0
dante_02_1341921262688489984,1,1.0
dante_02_1344749450347079936,1,1.0
dante_02_1242096816243510016,0,
dante_02_1270343236951950080,1,1.0
dante_02_1295447160574609920,1,1.0
dante_02_1301245127034370048,1,1.0
dante_02_1316032391635429888,1,1.0
dante_02_1315849743193440000,1,1.0
dante_02_1318917706670799872,1,1.0
dante_02_1319803274032219904,0,
dante_02_1336064795649430016,1,1.0
dante_02_1336001675857799936,1,1.0
dante_02_1335760890323460096,1,1.0
dante_02_1336399145184219904,1,1.0
dante_02_1337931764002639872,1,1.0
dante_02_1338882899198749952,1,1.0
dante_02_1339321007111330048,1,1.0
dante_02_1339289168078370048,1,1.0
dante_02_1339616008269659904,1,1.0
dante_02_1339520801339539968,1,1.0
dante_02_1339966999527640064,1,1.0
dante_02_1339903213122830080,1,1.0
dante_02_1339903210916630016,1,1.0
dante_02_1339781057105760000,1,1.0
dante_02_1342825962891849984,0,
dante_02_1343491594721359872,1,1.0
dante_02_1344394463511269888,1,1.0
dante_02_1326113474863350016,1,3.0
dante_02_1217524257237969920,0,
dante_02_1309155090817740032,0,
dante_02_1322694564726080000,1,2.0
dante_02_1242140817495630080,0,
dante_02_1270422642349270016,0,
dante_02_1335328512086040064,1,1.0
dante_02_1338073482320610048,1,1.0
dante_02_1338070712230299904,1,1.0
dante_02_1340781440628359936,1,1.0
dante_02_1291212864573799936,1,1.0
dante_02_1241892444377090048,0,
dante_02_1242495437413769984,0,
dante_02_1270293306279439872,0,
dante_02_1244716937835229952,1,1.0
dante_02_1293208402345280000,1,3.0
dante_02_1293187171403229952,1,3.0
dante_02_1293669991968049920,1,3.0
dante_02_1293589627480100096,1,3.0
dante_02_1295920883618449920,1,2.0
dante_02_1318285716636440064,1,3.0
dante_02_1318282156549009920,1,3.0
dante_02_1321470693800849920,1,3.0
dante_02_1323316785429590016,1,3.0
dante_02_1325970255701789952,1,3.0
dante_02_1332336468229029888,1,3.0
dante_02_1333788329628730112,1,3.0
dante_02_1334957518330749952,1,3.0
dante_02_1336086196229949952,1,3.0
dante_02_1337160422093440000,1,3.0
dante_02_1337026882974469888,1,3.0
dante_02_1337511403733789952,1,3.0
dante_02_1337380872719379968,1,3.0
dante_02_1338240242269220096,1,3.0
dante_02_1340052147698840064,1,3.0
dante_02_1339941922694170112,1,3.0
dante_02_1242070252764229888,0,
dante_02_1242070160418249984,0,
dante_02_1242070064930720000,0,
dante_02_1278387061846919936,1,1.0
dante_02_1343884341206789888,1,1.0
dante_02_1332708937276250112,1,1.0
dante_02_1338556764632039936,1,1.0
dante_02_1338556763121959936,1,1.0
dante_02_1242515552091930112,0,
dante_02_1217909346786510080,0,
dante_02_1337049719252669952,1,1.0
dante_02_1271247937352359936,0,
dante_02_1311037467919650048,1,1.0
dante_02_1312078935837019904,1,1.0
dante_02_1319051228589050112,1,1.0
dante_02_1342872638532800000,1,1.0
dante_02_1336457108355770112,1,1.0
dante_02_1246846878488160000,1,1.0
dante_02_1246839907059810048,1,1.0
dante_02_1251522701442889984,1,1.0
dante_02_1255600646818010112,1,1.0
dante_02_1269970391100989952,1,1.0
dante_02_1277338023450080000,1,1.0
dante_02_1277402371635760128,1,1.0
dante_02_1278470433025760000,1,1.0
dante_02_1285394713005240064,1,1.0
dante_02_1285971678246370048,1,1.0
dante_02_1286351454119300096,1,1.0
dante_02_1288493123841200128,1,1.0
dante_02_1290826023475559936,1,1.0
dante_02_1300929660289779968,1,1.0
dante_02_1300608701854870016,1,1.0
dante_02_1301191312566249984,1,1.0
dante_02_1301603616696950016,1,1.0
dante_02_1302014378078810112,1,1.0
dante_02_1312151038929979904,1,1.0
dante_02_1318886212585870080,1,1.0
dante_02_1320797337938230016,1,1.0
dante_02_1320795331219559936,1,1.0
dante_02_1332878354236770048,1,2.0
dante_02_1332855063824440064,1,1.0
dante_02_1333734517971010048,1,1.0
dante_02_1334238966883729920,1,1.0
dante_02_1334238964333609984,1,1.0
dante_02_1334145798100169984,1,1.0
dante_02_1334145795394850048,1,1.0
dante_02_1335593505293540096,1,1.0
dante_02_1336428970917720064,1,1.0
dante_02_1336421706467059968,1,1.0
dante_02_1336396218218530048,1,1.0
dante_02_1336269393832100096,1,1.0
dante_02_1336105834137459968,1,1.0
dante_02_1336696525464930048,1,1.0
dante_02_1337112546663399936,1,1.0
dante_02_1338548593033169920,1,1.0
dante_02_1338432301118700032,0,
dante_02_1338283635510739968,1,1.0
dante_02_1339220740583930112,1,1.0
dante_02_1339193327774810112,1,1.0
dante_02_1339003735306080000,1,1.0
dante_02_1339362432154800128,1,1.0
dante_02_1339961078168600064,1,2.0
dante_02_1339728995898820096,1,1.0
dante_02_1339727148039490048,1,1.0
dante_02_1340427878660529920,1,1.0
dante_02_1340124761549129984,1,1.0
dante_02_1340461194575040000,1,1.0
dante_02_1341162540626220032,1,1.0
dante_02_1341161653036000000,1,1.0
dante_02_1340994125924090112,1,1.0
dante_02_1341533922740600064,1,1.0
dante_02_1341462005107069952,1,1.0
dante_02_1341873222577479936,1,1.0
dante_02_1341726514438650112,1,1.0
dante_02_1341909650069969920,1,1.0
dante_02_1342515467722889984,1,1.0
dante_02_1343246002170560000,1,1.0
dante_02_1342995896946970112,1,1.0
dante_02_1342991880968150016,1,1.0
dante_02_1343628603125329920,1,1.0
dante_02_1343628196827290112,1,1.0
dante_02_1343543951693929984,1,1.0
dante_02_1344066050875389952,1,1.0
dante_02_1343956663909410048,1,1.0
dante_02_1344299172644720128,1,1.0
dante_02_1344748309139899904,1,1.0
dante_02_1344636274620169984,1,1.0
dante_02_1344636272187460096,1,1.0
dante_02_1317541121942320128,0,
dante_02_1242148593793999872,0,
dante_02_1245749331933690112,1,1.0
dante_02_1261696198349649920,1,1.0
dante_02_1262502699402170112,1,1.0
dante_02_1266074851858690048,1,1.0
dante_02_1268317328615350016,1,1.0
dante_02_1285386859502320128,1,1.0
dante_02_1318925115384620032,1,1.0
dante_02_1334234342718099968,1,1.0
dante_02_1336466045218020096,1,1.0
dante_02_1336833497898599936,1,1.0
dante_02_1337880859488209920,1,1.0
dante_02_1338976689922200064,1,1.0
dante_02_1341796275965050112,1,1.0
dante_02_1342929596015109888,1,1.0
dante_02_1343724669824869888,1,1.0
dante_02_1344740019462949888,1,1.0
dante_02_1344673889897629952,1,1.0
dante_02_1238307979876839936,1,1.0
dante_02_1241454104473479936,1,1.0
dante_02_1241244498979689984,1,1.0
dante_02_1243628051025530112,0,
dante_02_1250482912350419968,0,
dante_02_1259527254650109952,1,1.0
dante_02_1262385112840349952,1,1.0
dante_02_1266042553033420032,1,1.0
dante_02_1321849975328900096,1,1.0
dante_02_1329850854623549952,1,1.0
dante_02_1336158450305400064,1,1.0
dante_02_1336767686601280000,1,1.0
dante_02_1336481501312120064,1,1.0
dante_02_1337484130083350016,1,2.0
dante_02_1339956637365390080,1,1.0
dante_02_1343757508188489984,1,1.0
dante_02_1325110458152600064,0,
dante_02_1330606064082010112,1,2.0
dante_02_1334866628966830080,1,1.0
dante_02_1336339776010530048,1,1.0
dante_02_1336337095632189952,1,1.0
dante_02_1336337045464120064,1,1.0
dante_02_1336336879529060096,1,1.0
dante_02_1336331588498400000,1,1.0
dante_02_1336756588841989888,1,1.0
dante_02_1337501716825179904,1,1.0
dante_02_1337491566089400064,1,1.0
dante_02_1337217918157900032,1,1.0
dante_02_1338609365444640000,1,1.0
dante_02_1338604190210390016,1,1.0
dante_02_1338922312763099904,1,1.0
dante_02_1338710744414749952,1,1.0
dante_02_1218044699723869952,0,
dante_02_1316840757618240000,1,1.0
dante_02_1321201298805540096,1,1.0
dante_02_1321200887457590016,1,1.0
dante_02_1321200746570850048,1,1.0
dante_02_1326194169803660032,1,1.0
dante_02_1339220077758060032,1,1.0
dante_02_1340375643448610048,1,1.0
dante_02_1240396948995209984,1,2.0
dante_02_1241857843776620032,0,
dante_02_1242124629960979968,0,
dante_02_1242118222637339904,0,
dante_02_1242117329217039872,0,
dante_02_1252818437102899968,1,1.0
dante_02_1262501209463790080,1,1.0
dante_02_1270438480942949888,0,
dante_02_1270438479013580032,0,
dante_02_1272272786355079936,1,1.0
dante_02_1285584135982129920,1,1.0
dante_02_1285584134648270080,1,1.0
dante_02_1285584133230640128,1,1.0
dante_02_1339268559101410048,0,
dante_02_1326227351848480000,1,1.0
dante_02_1336310270554220032,1,1.0
dante_02_1337746763688630016,1,1.0
dante_02_1338942911426259968,1,1.0
dante_02_1242158659775399936,0,
dante_02_1242158246917519872,0,
dante_02_1242155328126569984,0,
dante_02_1296148474044509952,1,1.0
dante_02_1317447769330749952,0,
dante_02_1320118550904910080,0,
dante_02_1327802610389309952,0,
dante_02_1334485580265230080,1,1.0
dante_02_1335218376050949888,1,1.0
dante_02_1336111730112460032,1,1.0
dante_02_1339985120208539904,1,1.0
dante_02_1341396181935660032,1,1.0
dante_02_1343763837196100096,1,1.0
dante_02_1344703798099500032,1,1.0
dante_02_1344440017784069888,1,1.0
dante_02_1263806660763670016,0,
dante_02_1313592978481580032,0,
dante_02_1313837601456079872,0,
dante_02_1318262398457959936,0,
dante_02_1344316709461740032,1,1.0
dante_02_1254051783812440064,1,1.0
dante_02_1273968296405189888,1,1.0
dante_02_1262445867941959936,1,1.0
dante_02_1266042737142429952,1,1.0
dante_02_1276575132002149888,1,1.0
dante_02_1276932601312399872,1,1.0
dante_02_1277604132594070016,1,1.0
dante_02_1285353750211760128,1,1.0
dante_02_1285353747535790080,1,1.0
dante_02_1295391349114579968,1,2.0
dante_02_1324673751229839872,1,1.0
dante_02_1329871736234510080,1,1.0
dante_02_1329861514241720064,1,1.0
dante_02_1334602828170619904,1,1.0
dante_02_1334526005579549952,1,1.0
dante_02_1337466244623190016,1,1.0
dante_02_1228519175712310016,0,
dante_02_1229143312113720064,0,
dante_02_1239484259255140096,0,
dante_02_1240295977451490048,1,2.0
dante_02_1240295971419970048,1,2.0
dante_02_1247257155826309888,0,
dante_02_1248048494117550080,0,
dante_02_1317509881721679872,0,
dante_02_1321878434172329984,0,
dante_02_1321863273361390080,0,
dante_02_1340491532823079936,0,
dante_02_1340488788322210048,0,
dante_02_1242192643649649920,0,
dante_02_1243618717818330112,0,
dante_02_1250857986756570112,0,
dante_02_1339140468395950080,1,3.0
dante_02_1347219045561597952,1,1.0
dante_02_1406308057236259072,1,1.0
dante_02_1375810485778592000,1,1.0
dante_02_1400181498490363904,1,2.0
dante_02_1474437899882050048,1,1.0
dante_02_1415707095438089984,1,2.0
dante_02_1397665756192689920,1,1.0
dante_02_1450806863730249984,1,2.0
dante_02_1370408356909882880,1,1.0
dante_02_1361749550017487104,1,1.0
dante_02_1474009592464084992,1,1.0
dante_02_1435673290081766912,1,1.0
dante_02_1377222927595225088,1,2.0
dante_02_1378409903266660096,1,1.0
dante_02_1390640795754156032,1,2.0
dante_02_1379510851024084992,1,1.0
dante_02_1473305762474885120,1,1.0
dante_02_1440318528171565056,1,2.0
dante_02_1466035352867586048,1,1.0
dante_02_1354204822271098880,1,1.0
dante_02_1368669688931226112,1,1.0
dante_02_1345342049416057088,1,1.0
dante_02_1366135709644558080,1,1.0
dante_02_1375024156303977984,1,2.0
dante_02_1372581378647286016,1,1.0
dante_02_1403559365270028032,1,1.0
dante_02_1351304644623000064,1,1.0
dante_02_1378711388676357888,1,1.0
dante_02_1407713746294874112,1,1.0
dante_02_1363640941748322048,1,2.0
dante_02_1388151657716933120,1,2.0
dante_02_1369298354484690944,1,1.0
dante_02_1397996103392542976,1,1.0
dante_02_1407340336691781888,1,1.0
dante_02_1397979337069108992,1,2.0
dante_02_1353844704530599936,1,1.0
dante_02_1375893393851739904,1,1.0
dante_02_1345343977453723904,1,1.0
dante_02_1350882182030627072,1,1.0
dante_02_1399907190895517952,1,1.0
dante_02_1356693878871589120,1,1.0
dante_02_1426929532746060032,1,1.0
dante_02_1402238137783435008,1,1.0
dante_02_1431641193226584064,1,1.0
dante_02_1361359502117925120,1,1.0
dante_02_1468632708557544960,1,3.0
dante_02_1378021810869001984,1,1.0
dante_02_1357854881860706048,1,1.0
dante_02_1463577742956453888,0,
dante_02_1374110196692357120,1,1.0
dante_02_1351679544361704960,1,1.0
dante_02_1348993059548253952,1,1.0
dante_02_1468338953069768960,1,1.0
dante_02_1359558317287350016,1,1.0
dante_02_1390613765339614976,1,2.0
dante_02_1431051616447255040,1,2.0
dante_02_1349888047228317952,1,2.0
dante_02_1346295997551489024,1,1.0
dante_02_1361405086824562944,1,1.0
dante_02_1348995697148890880,1,1.0
dante_02_1394109179779067904,1,2.0
dante_02_1356594826930754048,1,1.0
dante_02_1409780721678441984,1,1.0
dante_02_1362179051272756992,1,1.0
dante_02_1426241975972412928,1,2.0
dante_02_1441767590561340928,1,2.0
dante_02_1410371601993015040,1,2.0
dante_02_1353786574555602944,1,1.0
dante_02_1381631801509229056,1,2.0
dante_02_1476579758678973952,1,1.0
dante_02_1406288939493868032,1,1.0
dante_02_1443309959882711040,1,1.0
dante_02_1406286927892987904,1,1.0
dante_02_1357408364255272960,1,1.0
dante_02_1386651141195324928,0,
dante_02_1389243878147043072,1,1.0
dante_02_1362031887414406912,1,1.0
dante_02_1426309138431323904,1,1.0
dante_02_1387798007752666880,1,1.0
dante_02_1347334757634502912,1,1.0
dante_02_1409538436957082112,1,2.0
dante_02_1441763739083084032,0,
dante_02_1428514414269971968,1,1.0
dante_02_1407829385516826880,1,2.0
dante_02_1387597464455323904,1,1.0
dante_02_1379430942129982976,1,1.0
dante_02_1399756668771122944,1,1.0
dante_02_1464941255759207936,1,1.0
dante_02_1361702526995856896,1,1.0
dante_02_1432440695000870912,1,1.0
dante_02_1409930854005149952,1,1.0
dante_02_1351639845693698048,1,1.0
dante_02_1446520823586725888,1,1.0
dante_02_1379203200994192896,1,2.0
dante_02_1457820616921394944,1,1.0
dante_02_1403701931491663872,1,1.0
dante_02_1454132980708954112,1,1.0
dante_02_1429171614843813888,1,1.0
dante_02_1408577287734415104,1,1.0
dante_02_1378742420175749120,1,1.0
dante_02_1421146676019044096,1,2.0
dante_02_1396838947800636928,1,1.0
dante_02_1359876725761581056,1,1.0
dante_02_1349328993804295936,1,3.0
dante_02_1409132447762202880,1,1.0
dante_02_1465782926835133952,1,1.0
dante_02_1388856606616474112,1,1.0
dante_02_1358868805158641920,1,1.0
dante_02_1398017430446821120,1,1.0
dante_02_1400866825429204992,1,1.0
dante_02_1403030963916087040,1,1.0
dante_02_1450069147807887104,1,1.0
dante_02_1394464754245242880,1,1.0
dante_02_1350075000343159040,1,1.0
dante_02_1420813804460551936,1,1.0
dante_02_1420850237485338880,1,1.0
dante_02_1365282761657957888,1,1.0
dante_02_1360171418038764032,1,1.0
dante_02_1358173891387080960,1,1.0
dante_02_1371641518537199872,1,2.0
dante_02_1475875602704092928,1,3.0
dante_02_1476603062504632064,1,1.0
dante_02_1367581864710582016,1,1.0
dante_02_1409529301863649024,1,2.0
dante_02_1379752376899404032,1,2.0
dante_02_1410026131261121024,1,2.0
dante_02_1354497079054396928,1,1.0
dante_02_1400123436211527936,1,1.0
dante_02_1392082528262139904,1,1.0
dante_02_1447651789239726080,0,
dante_02_1376194418869477120,1,1.0
dante_02_1375499391021285120,1,1.0
dante_02_1396909479837454080,1,1.0
dante_02_1374086521939243008,1,1.0
dante_02_1391722586271272960,1,2.0
dante_02_1369662076432637952,1,1.0
dante_02_1397674201625121024,1,2.0
dante_02_1351249876189908992,1,1.0
dante_02_1408080456889863936,1,1.0
dante_02_1380131796671663872,1,1.0
dante_02_1403913085363047936,1,1.0
dante_02_1392857859415855104,1,1.0
dante_02_1372643976587674112,1,1.0
dante_02_1462033008211513088,1,1.0
dante_02_1387826873749676032,1,1.0
dante_02_1440098708771811072,1,1.0
dante_02_1404593153651494912,1,1.0
dante_02_1399485491876143104,1,2.0
dante_02_1347286167306326016,1,1.0
dante_02_1369363861560786944,1,1.0
dante_02_1408529643146199040,1,1.0
dante_02_1355271399980617984,1,2.0
dante_02_1404767968924478976,1,2.0
dante_02_1415707340544806912,1,2.0
dante_02_1415681403832783104,1,1.0
dante_02_1410382823920487936,1,1.0
dante_02_1411718859074289920,1,1.0
dante_02_1409915894252323072,1,1.0
dante_02_1400226285654266112,1,1.0
dante_02_1398696946680925952,1,1.0
dante_02_1439690372586873088,1,2.0
dante_02_1432822032765444096,1,1.0
dante_02_1445907682959953920,1,1.0
dante_02_1431352657546039040,1,1.0
dante_02_1384874837424984064,0,
dante_02_1374877004873530880,1,1.0
dante_02_1352778246677549056,1,3.0
dante_02_1363979439256858880,1,2.0
dante_02_1374860096296129024,1,2.0
dante_02_1420028844770222080,1,2.0
dante_02_1406923269169716992,1,2.0
dante_02_1349736595646136064,1,1.0
dante_02_1403485739506094080,1,1.0
dante_02_1350133532102897920,1,1.0
dante_02_1382069932498764032,1,1.0
dante_02_1468353553219703040,1,1.0
dante_02_1422563895663809024,1,1.0
dante_02_1462419656006906112,1,1.0
dante_02_1392087404610265088,1,2.0
dante_02_1391469170068427008,1,1.0
dante_02_1399068713538760960,1,1.0
dante_02_1365702096427844096,1,2.0
dante_02_1426726379433964032,1,1.0
dante_02_1350918439234372096,1,1.0
dante_02_1413911567083654912,1,1.0
dante_02_1406754092677008896,1,1.0
dante_02_1466074714707738880,1,1.0
dante_02_1394080666527092992,1,2.0
dante_02_1405239973897457920,1,1.0
dante_02_1358803090502255104,1,1.0
dante_02_1393544818912026880,1,1.0
dante_02_1407353765171171072,1,1.0
dante_02_1436434780107706112,1,2.0
dante_02_1412847181900434944,1,2.0
dante_02_1356606021289071104,1,2.0
dante_02_1387863939200045056,1,1.0
dante_02_1396901929570164992,1,1.0
dante_02_1403462770218127104,1,1.0
dante_02_1395347141367894016,1,1.0
dante_02_1424787232716694016,1,1.0
dante_02_1386086684782105088,1,2.0
dante_02_1430236177588707072,1,1.0
dante_02_1369653159149338880,1,1.0
dante_02_1358771408386588928,1,2.0
dante_02_1364412540311192064,1,1.0
dante_02_1385721974844968960,1,2.0
dante_02_1373614869405184000,1,1.0
dante_02_1418580468983868928,1,1.0
dante_02_1369758607051481088,1,1.0
dante_02_1425856278367194880,1,1.0
dante_02_1352297987180027904,1,1.0
dante_02_1412060526461566976,1,1.0
dante_02_1378435205338398976,1,1.0
dante_02_1366011038693531904,1,1.0
dante_02_1350909916391857920,1,1.0
dante_02_1420776045431688960,1,1.0
dante_02_1353301660156784896,1,1.0
dante_02_1447313127557710080,1,2.0
dante_02_1434607736386433024,1,1.0
dante_02_1431655273110855936,1,2.0
dante_02_1395490003841655040,1,2.0
dante_02_1447341290941734912,1,1.0
dante_02_1351531047209611008,1,1.0
dante_02_1397618641592413952,1,1.0
dante_02_1408793370890223872,1,1.0
dante_02_1357783248554835968,1,1.0
dante_02_1452361022459858944,1,1.0
dante_02_1352666778019753984,1,1.0
dante_02_1404068311680406016,1,2.0
dante_02_1397598902099004928,1,1.0
dante_02_1376863233450110976,1,1.0
dante_02_1388837352970259968,1,2.0
dante_02_1353381872341044992,1,1.0
dante_02_1446490811391222016,1,1.0
dante_02_1474351094335741952,1,1.0
dante_02_1350895480432188928,1,1.0
dante_02_1369766249534722048,1,1.0
dante_02_1392473927390309888,1,2.0
dante_02_1374523191847055104,1,1.0
dante_02_1376925965868207872,1,2.0
dante_02_1374042331284913920,1,1.0
dante_02_1442584053383826944,1,1.0
dante_02_1378472357392695040,1,1.0
dante_02_1425085467385602048,1,1.0
dante_02_1438503090383060992,1,1.0
dante_02_1423644152017850112,1,1.0
dante_02_1405554231931813888,1,1.0
dante_02_1440046537246052096,1,1.0
dante_02_1369451003171503872,1,1.0
dante_02_1404161080369286912,1,1.0
dante_02_1382154672874660096,1,2.0
dante_02_1471761121942155008,1,2.0
dante_02_1466415668929170944,1,1.0
dante_02_1355265743009571072,1,1.0
dante_02_1417109667554157056,1,2.0
dante_02_1376300354162295040,1,1.0
dante_02_1366328609485582080,1,2.0
dante_02_1443566464208936960,0,
dante_02_1398044739333722112,1,1.0
dante_02_1431037401514881024,1,2.0
dante_02_1403134700911316992,1,1.0
dante_02_1372640360481107968,1,2.0
dante_02_1374509879155585024,1,1.0
dante_02_1421086369196264960,1,2.0
dante_02_1368252954369809920,1,1.0
dante_02_1425544889551494912,1,1.0
dante_02_1350890287162405120,1,1.0
dante_02_1411355982341579008,1,1.0
dante_02_1406602396495663104,1,1.0
dante_02_1377064851407831040,1,1.0
dante_02_1351191161197761024,1,1.0
dante_02_1353097806161060096,1,1.0
dante_02_1384235940126674944,1,1.0
dante_02_1397601373580049920,1,1.0
dante_02_1435905857141752064,1,1.0
dante_02_1355186635055493120,1,2.0
dante_02_1422191207191559936,1,1.0
dante_02_1362850032416866048,1,1.0
dante_02_1395714930649832960,1,1.0
dante_02_1437907916560929024,1,1.0
dante_02_1404971769837113088,1,1.0
dante_02_1363251672093502976,1,1.0
dante_02_1351123217382043904,1,1.0
dante_02_1411483067768786944,1,1.0
dante_02_1440064570874203904,1,1.0
dante_02_1370021919479623936,1,1.0
dante_02_1383932823317278976,1,2.0
dante_02_1365724641982038016,1,1.0
dante_02_1398700231982830080,1,1.0
dante_02_1354917938457932032,1,1.0
dante_02_1388483423992434944,1,1.0
dante_02_1351357016837660928,1,1.0
dante_02_1375497858690998016,1,1.0
dante_02_1425206130050019072,1,1.0
dante_02_1347549386583192064,1,1.0
dante_02_1395093742344888064,1,1.0
dante_02_1373727841565688064,1,1.0
dante_02_1368924565133537024,1,1.0
dante_02_1436437576278228992,1,2.0
dante_02_1414730746665837056,1,2.0
dante_02_1405564310672350976,1,1.0
dante_02_1422664683140615936,1,1.0
dante_02_1390012913243631872,1,1.0
dante_02_1355193929629635072,1,1.0
dante_02_1378064844176391936,1,1.0
dante_02_1447898800169885952,1,1.0
dante_02_1374031093565947904,1,1.0
dante_02_1354785246152110080,1,1.0
dante_02_1412509088508953088,1,1.0
dante_02_1410596042744073984,1,2.0
dante_02_1362732038701342976,1,1.0
dante_02_1427665864988537088,1,1.0
dante_02_1393670871030631936,1,1.0
dante_02_1369680228545667072,0,
dante_02_1394748094449917952,1,2.0
dante_02_1420028093809544960,1,2.0
dante_02_1397288659221635072,1,2.0
dante_02_1448696819282845952,1,1.0
dante_02_1425093211530440960,1,1.0
dante_02_1352245050458178048,1,1.0
dante_02_1455850887755223040,1,1.0
dante_02_1384284237105307904,1,1.0
dante_02_1354836149336989952,1,1.0
dante_02_1378373233444057088,1,1.0
dante_02_1404132109661478912,1,1.0
dante_02_1440064325104721920,1,2.0
dante_02_1351279311437890048,1,1.0
dante_02_1372009703710945024,1,1.0
dante_02_1392934659038851072,1,1.0
dante_02_1408767491942273024,1,1.0
dante_02_1427715441489743872,1,1.0
dante_02_1372628847728934912,1,1.0
dante_02_1376161067433360896,1,1.0
dante_02_1359202865856798976,1,2.0
dante_02_1473730875082878976,1,1.0
dante_02_1351302811758292992,1,1.0
dante_02_1442601554880581888,1,2.0
dante_02_1428320338287501056,1,1.0
dante_02_1398309505214172928,1,2.0
dante_02_1450181829911319040,1,1.0
dante_02_1408185356139258112,1,1.0
dante_02_1382418781822193920,1,1.0
dante_02_1369784276192014080,1,1.0
dante_02_1421454846448872960,1,1.0
dante_02_1405910348968993024,1,1.0
dante_02_1362499311968354048,1,1.0
dante_02_1412530226341584896,1,2.0
dante_02_1410209127700307968,1,2.0
dante_02_1364333717670526976,1,1.0
dante_02_1347925373728793088,1,1.0
dante_02_1413163981036995072,1,1.0
dante_02_1350203326193929984,1,1.0
dante_02_1357653771657051904,1,2.0
dante_02_1397933730795299072,1,1.0
dante_02_1372557709581630976,1,2.0
dante_02_1412902688153551104,0,
dante_02_1352279956504666112,1,1.0
dante_02_1366565728657235968,1,1.0
dante_02_1437528115937426944,1,1.0
dante_02_1449336229481299968,1,1.0
dante_02_1389329324386423040,1,1.0
dante_02_1423646747168026880,1,1.0
dante_02_1372125558398714112,1,2.0
dante_02_1381236906885837056,1,1.0
dante_02_1424716554520956928,1,1.0
dante_02_1379064720007791104,1,1.0
dante_02_1394721594401082880,1,1.0
dante_02_1424783690463333888,1,2.0
dante_02_1403002256526429952,1,1.0
dante_02_1366355315873231104,1,1.0
dante_02_1430572060925911040,1,2.0
dante_02_1394129148835205120,1,1.0
dante_02_1370045443753849088,1,1.0
dante_02_1413218852717175040,1,1.0
dante_02_1402670741334769920,1,1.0
dante_02_1361433593470403072,1,1.0
dante_02_1425804293232369920,1,2.0
dante_02_1410624222708261120,1,2.0
dante_02_1401898778739740928,1,2.0
dante_02_1379217555135607040,1,1.0
dante_02_1379473754204602112,1,1.0
dante_02_1380492948257784064,1,1.0
dante_02_1376187517309959936,1,1.0
dante_02_1358005160556039936,1,1.0
dante_02_1440441232832942080,1,1.0
dante_02_1458795549017133056,1,1.0
dante_02_1379044157335944960,1,2.0
dante_02_1438266570732625920,1,1.0
dante_02_1369737395264971008,1,1.0
dante_02_1421187772942008064,1,2.0
dante_02_1408516980924203008,1,1.0
dante_02_1403674429339602944,1,1.0
dante_02_1417513609232592896,1,1.0
dante_02_1439732540059835904,1,2.0
dante_02_1402796034762448896,1,1.0
dante_02_1403340998701469952,1,1.0
dante_02_1390717365780893952,1,1.0
dante_02_1374161147188933120,1,1.0
dante_02_1349757376669381120,1,1.0
dante_02_1432387636723917056,1,2.0
dante_02_1425518357940482048,1,1.0
dante_02_1385688102576984064,1,1.0
dante_02_1377278259927286016,1,1.0
dante_02_1384894410563928064,1,1.0
dante_02_1373280267260076032,1,1.0
dante_02_1352329304361852928,1,1.0
dante_02_1357788792032271872,1,1.0
dante_02_1358858588534497024,1,1.0
dante_02_1397937542792687872,1,1.0
dante_02_1420006616682876928,1,1.0
dante_02_1402020590043663872,1,1.0
dante_02_1452704843152465920,1,1.0
