Tweet_ID,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,Conf_Tru_Dis,Conf_Joy_Sad,Conf_Ant_Sur,Conf_Ang_Fea,Num_Annot
dante_01_448841563880574976l,0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,1.0,3
dante_01_441062415631798272l,1,0,1,0,1,0,0,0,0,0.667,0.667,1.0,1.0,3
dante_01_448116395377958912l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_448492835730644992l,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
dante_01_455334111087824898l,0,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_447853936054390784l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_441941288464953345l,0,1,0,1,0,0,1,0,0,1.0,1.0,1.0,0.667,3
dante_01_458807830246875138l,0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,1.0,3
dante_01_453874653862563841l,1,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
dante_01_448461671942864896l,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
dante_01_471255015487991809l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_459744836766416897l,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,0.667,3
dante_01_458688198580137984l,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_466631129823707137l,1,0,1,0,0,1,0,0,0,0.667,1.0,0.667,0.667,3
dante_01_447164660005863424l,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
dante_01_445915017901527040l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_446747570170527744l,0,1,0,0,0,0,1,0,0,1.0,0.667,0.667,0.667,3
dante_01_461576257957015552l,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,1.0,3
dante_01_449269972699975681l,-2,-2,-2,-2,1,0,0,0,-1,0.0,0.0,0.667,0.667,3
dante_01_444116429194162176l,0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_453522198582788097l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_451706550327836672l,0,0,0,0,0,0,0,1,0,0.667,0.667,0.667,0.667,3
dante_01_446682863627300864l,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_451518808264826880l,0,1,0,1,0,1,1,0,0,1.0,1.0,0.667,1.0,3
dante_01_453689328078565376l,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
dante_01_446656278849286144l,1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_455715890492096513l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_459147328612753408l,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
dante_01_458624570837438464l,0,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
dante_01_468838449030893568l,-2,-2,-1,-1,0,1,-1,-1,-1,0.333,0.667,0.667,0.667,3
dante_01_451685086862508032l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_450766119155286016l,0,1,-2,-2,0,0,1,0,-1,0.667,0.333,0.667,0.667,3
dante_01_448420692854595584l,0,1,0,1,-2,-2,0,1,-1,0.667,0.667,0.333,0.667,3
dante_01_448154120466493440l,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_463389914525356032l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
dante_01_448810978269229056l,0,1,0,0,0,1,0,1,0,1.0,1.0,0.667,1.0,3
dante_01_456196827587817472l,-1,-1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
dante_01_452116790634500096l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_466929808107372544l,-1,-1,0,0,-1,-1,0,0,-1,0.667,0.667,0.667,0.667,3
dante_01_453878664204406784l,0,1,-2,-2,-2,-2,0,1,-1,0.667,0.333,0.333,0.667,3
dante_01_441386302311649280l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_448534744804777984l,1,0,0,0,0,1,0,0,0,1.0,0.667,0.667,0.667,3
dante_01_453268042580262912l,1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_441958852410372096l,0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
dante_01_461570024332095488l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_442036297268330496l,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
dante_01_441275601010577410l,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,0.667,3
dante_01_469859178732093441l,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
dante_01_445921872178610176l,0,0,0,0,1,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
dante_01_449311848349716480l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_460831622750035968l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_448903826788319232l,-1,-1,-1,-1,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
dante_01_459789144857010177l,0,0,0,0,1,0,0,1,0,0.667,0.667,1.0,0.667,3
dante_01_458968505359302656l,-2,-2,-2,-2,1,0,0,0,-1,0.333,0.333,0.667,0.667,3
dante_01_449538358717714432l,-2,-2,0,1,-2,-2,0,0,-1,0.0,0.667,0.0,0.667,3
dante_01_441215859554414593l,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
dante_01_453315519886925824l,0,1,0,1,-2,-2,1,0,-1,1.0,1.0,0.0,0.667,3
dante_01_443009081989541888l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_448117004852273153l,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,0.667,3
dante_01_459334876467298304l,-2,-2,1,0,0,1,0,0,-1,0.333,0.667,0.667,0.667,3
dante_01_458784090238767104l,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
dante_01_446340677790863360l,0,0,0,0,0,1,-2,-2,-1,0.5,0.5,0.5,0.0,4
dante_01_456062648455802880l,0,1,0,0,1,0,0,1,0,0.667,0.667,0.667,0.667,3
dante_01_451379552435314688l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_443787672898002944l,1,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
dante_01_451707726167810049l,1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,0.667,3
dante_01_443251414727663616l,0,0,0,0,0,1,0,0,0,1.0,0.667,0.667,0.667,3
dante_01_447486199620325376l,-2,-2,0,0,0,1,0,0,-1,0.333,0.667,0.667,0.667,3
dante_01_461567190861643776l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_471080203411025920l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_450635519383580672l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_443019899154071552l,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
dante_01_458625963442835456l,1,0,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
dante_01_449600414154252288l,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
dante_01_444509541783601152l,1,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
dante_01_456417455875690497l,-2,-2,-2,-2,1,0,0,0,-1,0.333,0.333,0.667,0.667,3
dante_01_447096841172426753l,-2,-2,0,0,1,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
dante_01_453579148670156800l,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
dante_01_443785289316982785l,1,0,0,0,0,0,0,0,0,0.667,1.0,1.0,1.0,3
dante_01_446694551160233985l,0,0,0,0,1,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
dante_01_460877643819536384l,0,1,1,0,0,1,0,0,0,0.667,1.0,0.667,0.667,3
dante_01_454375205188947968l,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
dante_01_465354795738742784l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,1.0,0.667,0.667,3
dante_01_451363380805525505l,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
dante_01_441645232980254721l,0,1,0,1,1,0,0,1,0,0.667,0.667,0.667,0.667,3
dante_01_464032340130689024l,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
dante_01_464084894550085632l,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_456095341130313729l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_460950788429594624l,0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
dante_01_443095041951944704l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
dante_01_444442793180545024l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_461144999334510592l,1,0,0,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
dante_01_456628814420787200l,0,1,0,1,-2,-2,1,0,-1,1.0,0.667,0.333,1.0,3
dante_01_449758724211875841l,0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,0.667,3
dante_01_447086599923597312l,0,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_441918867078537217l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_456113957775101952l,0,1,0,0,0,1,-2,-2,-1,1.0,0.667,0.667,0.0,3
dante_01_442001677147996160l,0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
dante_01_456864212783206400l,-2,-2,-2,-2,-2,-2,0,0,-1,0.0,0.333,0.0,0.667,3
dante_01_443035885102067712l,0,1,1,0,0,1,-2,-2,-1,1.0,0.667,0.667,0.0,3
dante_01_443814850951925760l,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,1.0,1.0,3
dante_01_459753313006010369l,0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
dante_01_445961142213808128l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_444248965488193537l,0,0,-2,-2,0,0,-2,-2,-1,1.0,0.333,0.667,0.0,3
dante_01_451395269809410048l,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_443725536217427968l,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
dante_01_446090815488917504l,0,1,0,1,-2,-2,1,0,-1,0.667,0.667,0.333,0.667,3
dante_01_472157964468772864l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_460539120084078592l,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
dante_01_459365635928391681l,1,0,0,0,-2,-2,0,1,-1,0.667,0.667,0.0,0.667,3
dante_01_464751717230592002l,1,0,1,0,0,1,0,0,0,1.0,1.0,0.667,0.667,3
dante_01_444886156950642688l,0,1,0,0,1,0,1,0,0,1.0,0.667,0.667,0.667,3
dante_01_466303583311654913l,0,1,0,1,0,1,1,0,0,1.0,0.667,0.667,0.667,3
dante_01_459334183832530944l,0,1,0,0,0,0,1,0,0,0.667,1.0,1.0,0.667,3
dante_01_455791079603052545l,1,0,1,0,0,0,0,0,0,1.0,0.667,1.0,1.0,3
dante_01_448076336100544512l,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
dante_01_469543211510542336l,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
dante_01_443211595020132352l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_446993570827100161l,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_456173625939599360l,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
dante_01_448068761447575552l,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
dante_01_441920487573442561l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_449260261221093378l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_462283202368135168l,0,0,0,0,1,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
dante_01_469538033432137728l,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_445913736646492160l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
dante_01_459689389082546176l,-2,-2,-2,-2,1,0,0,0,-1,0.333,0.333,0.667,0.667,3
dante_01_455731539951624192l,0,0,0,1,-2,-2,0,1,-1,0.667,0.667,0.0,0.667,3
dante_01_468732329762893824l,-1,-1,-1,-1,-1,-1,-2,-2,-1,0.667,0.667,0.667,0.333,3
dante_01_450952785819742209l,0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
dante_01_443753956582629376l,1,0,1,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
dante_01_456213494531362816l,0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
dante_01_468827874397798400l,0,1,0,1,0,1,-2,-2,-1,0.667,0.667,0.667,0.333,3
dante_01_446382689193828352l,0,1,0,1,0,0,1,0,0,1.0,1.0,0.667,0.667,3
dante_01_445544684958789632l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_444318571363962880l,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
dante_01_445599196918587393l,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
dante_01_459731276208287744l,1,0,1,0,0,1,0,0,0,0.667,1.0,0.667,0.667,3
dante_01_460807375470231553l,1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_443050528021700608l,1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_458580698329149440l,-2,-2,-2,-2,-2,-2,-1,-1,-1,0.333,0.0,0.333,0.667,3
dante_01_443015687200862208l,0,0,0,0,0,0,0,0,1,0.5,0.75,0.5,0.5,4
dante_01_449494382010703872l,0,1,-2,-2,-2,-2,1,0,-1,0.667,0.333,0.333,0.667,3
dante_01_459835328510324736l,-2,-2,-2,-2,1,0,0,0,-1,0.0,0.0,0.667,0.667,3
dante_01_446754279949631488l,0,1,0,0,0,0,1,0,0,0.667,0.667,0.667,1.0,3
dante_01_449173739771809792l,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
dante_01_456089794812973056l,0,1,0,0,-2,-2,0,1,-1,0.667,1.0,0.0,0.667,3
dante_01_456168427879931904l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_457272601665347584l,-1,-1,-2,-2,-1,-1,-1,-1,-1,1.0,0.333,0.667,0.667,3
dante_01_455747435982495744l,-2,-2,-1,-1,1,0,0,1,-1,0.333,0.667,0.667,0.667,3
dante_01_455700825927872512l,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,1.0,0.0,0.333,3
dante_01_448882754701508608l,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.5,0.5,0.5,0.5,4
dante_01_464493866901852160l,1,0,1,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
dante_01_446638880327229441l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_441596163012435969l,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
dante_01_447100219822718976l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
dante_01_458512644061028352l,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
dante_01_450812303794241537l,0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
dante_01_445935520766783488l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_448117020387991552l,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
dante_01_458702674423083008l,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
dante_01_471628526152454144l,1,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
dante_01_444499011333287936l,0,0,0,1,1,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_449217205822324737l,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_459705031894507520l,0,0,0,1,-2,-2,1,0,-1,0.667,0.667,0.0,0.667,3
dante_01_471249525123067904l,1,0,-2,-2,0,1,-2,-2,-1,0.667,0.333,0.667,0.333,3
dante_01_448947146172407808l,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
dante_01_443753397897166848l,0,0,0,0,1,0,0,0,0,0.667,0.667,1.0,1.0,3
dante_01_472334907549954048l,0,1,0,0,0,1,-2,-2,-1,0.667,0.667,0.667,0.0,3
dante_01_449577122370441216l,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,0.667,3
dante_01_460830577286209536l,-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
dante_01_449299871124959233l,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
dante_01_459333526102757376l,-2,-2,0,0,1,0,0,1,-1,0.0,1.0,1.0,0.667,3
dante_01_454671217912709121l,0,1,0,0,0,1,1,0,0,0.667,1.0,1.0,0.667,3
dante_01_441961599499501568l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_448797359468994560l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_454293782796582912l,1,0,0,0,1,0,0,0,0,1.0,0.667,0.667,1.0,3
dante_01_441241903300755461l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_472014023303888896l,1,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
dante_01_464362361244381184l,0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
dante_01_453234056705376256l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
dante_01_467018177952874496l,0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,0.667,3
dante_01_448858508675796992l,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
dante_01_446350226698539008l,-2,-2,0,1,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
dante_01_453527449301954560l,-1,-1,0,0,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_464861059502051328l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_450996130533613569l,1,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,0.667,3
dante_01_446315992801902592l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_446357444974108672l,0,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
dante_01_448529373885652992l,0,1,0,1,-2,-2,0,0,-1,1.0,0.667,0.0,0.667,3
dante_01_449533931591700480l,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
dante_01_444579800519569408l,0,0,0,1,0,1,-2,-2,-1,0.667,1.0,1.0,0.0,3
dante_01_456450491590119424l,0,1,-2,-2,-2,-2,1,0,-1,0.667,0.333,0.333,0.667,3
dante_01_451092708002910208l,0,1,-2,-2,0,0,-2,-2,-1,0.667,0.333,0.667,0.333,3
dante_01_460625511774167040l,-2,-2,0,0,0,0,1,0,-1,0.333,0.667,0.667,0.667,3
dante_01_449497116046807040l,0,1,0,1,0,1,-2,-2,-1,1.0,0.667,1.0,0.0,3
dante_01_453685323869200385l,1,0,1,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
dante_01_446778162870235138l,0,1,0,1,0,1,1,0,0,1.0,0.667,0.667,0.667,3
dante_01_444887471193878528l,0,1,-2,-2,0,0,1,0,-1,1.0,0.333,1.0,0.667,3
dante_01_441252664345501696l,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
dante_01_446708306766491649l,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
dante_01_461467831213629440l,0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
dante_01_465879564858966016l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,1.0,1.0,0.667,3
dante_01_459764356633595905l,-2,-2,-2,-2,0,0,0,0,-1,0.0,0.0,0.5,1.0,4
dante_01_446658495862292480l,-2,-2,0,0,-2,-2,-2,-2,-1,0.0,0.667,0.0,0.0,3
dante_01_443188111057887232l,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
dante_01_466930863381708800l,0,1,-2,-2,1,0,-2,-2,-1,0.667,0.333,0.667,0.333,3
dante_01_451711452374913024l,-2,-2,0,0,0,1,0,0,-1,0.333,0.667,0.667,1.0,3
dante_01_449641524905918464l,0,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
dante_01_472001595496869889l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_448431921731993600l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_441551758993924096l,-2,-2,-2,-2,0,1,0,0,-1,0.0,0.0,0.667,0.667,3
dante_01_443023459174862848l,0,1,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
dante_01_453613022817566720l,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_454284964583190528l,1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_448420348631846912l,0,1,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_455799739674415105l,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
dante_01_461135160139083776l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_450952407371882496l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_452066566067462145l,0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
dante_01_469226773327405056l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_447110686561161216l,0,1,0,0,1,0,1,0,0,0.667,0.667,0.667,0.667,3
dante_01_464422730755239937l,1,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.333,1.0,3
dante_01_459392511434166272l,0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_443762116567511040l,0,0,0,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
dante_01_472002710271950848l,0,1,0,1,0,0,0,1,0,1.0,1.0,0.667,0.667,3
dante_01_460225661630947328l,-1,-1,-2,-2,-2,-2,-1,-1,-1,0.667,0.333,0.333,0.667,3
dante_01_451703359612157952l,-2,-2,0,0,0,1,-2,-2,-1,0.333,0.667,0.667,0.333,3
dante_01_443078079045713920l,-2,-2,1,0,1,0,0,0,-1,0.333,0.667,0.667,0.667,3
dante_01_449302361261875202l,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
dante_01_458982968405811200l,0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,0.667,3
dante_01_469213585533845506l,1,0,-2,-2,0,1,-1,-1,-1,0.667,0.333,0.667,0.667,3
dante_01_461215931415670785l,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,3
dante_01_446661635747635200l,-2,-2,-2,-2,1,0,0,1,-1,0.0,0.333,0.667,0.667,3
dante_01_448574904150290433l,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
dante_01_459939093116637184l,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
dante_01_446614183992627200l,0,1,0,1,0,0,-2,-2,-1,1.0,0.667,0.667,0.0,3
dante_01_454297553656229889l,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_449264243360415744l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_461619392502333440l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_450649288365068288l,0,0,0,0,0,0,0,0,1,1.0,0.667,1.0,1.0,3
dante_01_466620643405221889l,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_443826529223847936l,-2,-2,0,0,1,0,0,1,-1,0.0,0.667,0.667,0.667,3
dante_01_449776851863347201l,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
dante_01_460776321837453312l,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
dante_01_451423708167421952l,0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
dante_01_459317257609703424l,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
dante_01_463661481389998080l,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
dante_01_456338552117153793l,1,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
dante_01_461696075838271488l,0,1,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
dante_01_460758238779432960l,1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
dante_01_444561180875816961l,0,1,1,0,-2,-2,1,0,-1,0.667,0.667,0.333,0.667,3
dante_01_470026360271171584l,0,1,0,0,0,0,1,0,0,0.667,0.667,0.667,0.667,3
dante_01_450963297081499648l,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
dante_01_444185949317398529l,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
dante_01_446800231372705792l,0,1,0,0,0,0,-2,-2,-1,1.0,0.667,1.0,0.333,3
dante_01_445957303431614465l,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_448798586508046336l,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
dante_01_471711401053278208l,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,1.0,1.0,3
dante_01_452580832293949440l,1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,0.667,3
dante_01_448892528763219968l,0,1,0,0,0,0,1,0,0,1.0,0.667,0.667,1.0,3
dante_01_448944405660311552l,0,1,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
dante_01_446025920248565760l,0,0,0,0,1,0,0,0,0,0.667,0.667,1.0,0.667,3
dante_01_453282819242852352l,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
dante_01_458573843578511361l,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,0.667,3
dante_01_471024506140889090l,-2,-2,-1,-1,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
dante_01_454770378611904512l,0,1,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
